emp_no,first_name,last_name,title,from_date,salary
213059,Mitchel,Seiwald,Staff,11/11/1985,57043
212982,Oguz,Covnot,Staff,6/24/1988,63079
213061,Zeljko,Leuchs,Senior Staff,9/7/1993,40000
213061,Zeljko,Leuchs,Staff,9/8/1987,40000
212989,Kasturi,Billawala,Engineer,7/17/1999,64210
213065,Aris,Zweizig,Senior Staff,10/9/1992,40000
213065,Aris,Zweizig,Staff,10/9/1985,40000
213066,Udi,Skogmar,Engineer,1/25/1987,40000
213066,Udi,Skogmar,Senior Engineer,1/24/1993,40000
213069,Sajjad,Mikschl,Staff,10/16/1999,53589
213071,Jacqueline,Demian,Senior Staff,7/10/2001,40000
213071,Jacqueline,Demian,Staff,7/10/1992,40000
213073,Huai,Heemskerk,Senior Staff,2/28/1995,46858
213073,Huai,Heemskerk,Staff,2/28/1990,46858
213076,Leni,Prampolini,Staff,12/29/1998,67105
213083,Wonhee,Nishimukai,Senior Staff,5/23/1993,78667
213083,Wonhee,Nishimukai,Staff,5/23/1988,78667
213090,Aleksandar,Sudkamp,Senior Staff,3/27/2000,40000
213090,Aleksandar,Sudkamp,Staff,3/28/1994,40000
213096,Mandell,Takanami,Senior Staff,8/12/1998,60355
213096,Mandell,Takanami,Staff,8/12/1989,60355
213101,Sajjad,Benveniste,Senior Staff,2/1/2002,42562
213101,Sajjad,Benveniste,Staff,2/2/1996,42562
213105,Basim,Steenbeek,Engineer,3/11/1986,50295
213105,Basim,Steenbeek,Senior Engineer,3/11/1991,50295
213126,Maia,Kolvik,Senior Staff,9/6/1996,62165
213126,Maia,Kolvik,Staff,9/7/1990,62165
213144,Patricio,Luon,Senior Staff,8/12/1994,94603
213144,Patricio,Luon,Staff,8/12/1985,94603
213145,Hausi,Meriste,Senior Staff,11/4/1994,40000
213145,Hausi,Meriste,Staff,11/4/1988,40000
213155,Mayuri,Kermarrec,Staff,3/29/1995,53925
213159,Arto,Picco,Senior Staff,5/8/2000,83962
213159,Arto,Picco,Staff,5/9/1994,83962
212992,Xiong,Ferretti,Assistant Engineer,1/14/1986,46681
213164,Tadahiko,Maccarone,Engineer,8/12/1992,40000
213164,Tadahiko,Maccarone,Senior Engineer,8/12/2001,40000
213174,Muneo,Poupard,Engineer,5/13/1987,45959
213174,Muneo,Poupard,Senior Engineer,5/12/1992,45959
212992,Xiong,Ferretti,Engineer,1/14/1995,46681
213179,Teiji,Vernadat,Engineer,9/9/1998,76699
213180,Aiman,Heuser,Engineer,9/2/1986,46415
212997,Sumant,Zaccaria,Senior Engineer,8/6/1993,65739
213180,Aiman,Heuser,Senior Engineer,9/2/1993,46415
213001,Pragnesh,Cummings,Engineer,7/12/1998,40000
213006,Gino,Biran,Engineer,5/12/1987,60804
213201,Kinh,Perng,Senior Engineer,8/7/1989,61452
213213,Zongyan,Rodite,Engineer,2/24/1987,60237
213213,Zongyan,Rodite,Senior Engineer,2/24/1992,60237
213006,Gino,Biran,Senior Engineer,5/11/1996,60804
213228,Itzchak,Iwayama,Senior Staff,5/28/1999,57563
213228,Itzchak,Iwayama,Staff,5/27/1992,57563
213010,Magy,Lupu,Senior Engineer,9/7/1986,50252
213232,Halsur,Rodham,Engineer,8/22/1988,59248
213232,Halsur,Rodham,Senior Engineer,8/22/1993,59248
213024,Dipankar,Levasseur,Engineer,8/1/1987,71898
213237,Radhika,Tagansky,Senior Engineer,9/17/1987,50346
213024,Dipankar,Levasseur,Senior Engineer,7/31/1996,71898
213243,Shay,Marshall,Engineer,6/14/1990,50008
213243,Shay,Marshall,Senior Engineer,6/14/1998,50008
213025,Kinh,Nourani,Senior Staff,10/3/1992,40000
213248,Along,Sudkamp,Senior Staff,4/25/1985,71821
213025,Kinh,Nourani,Staff,10/4/1986,40000
213028,Koichi,Hutton,Engineer,5/15/1991,40000
213258,Kersti,Carrere,Senior Staff,8/12/1986,62192
213035,Shuichi,Nitsche,Senior Staff,4/7/1998,61301
213271,Djenana,Acton,Senior Staff,2/10/1999,72791
213271,Djenana,Acton,Staff,2/10/1990,72791
213035,Shuichi,Nitsche,Staff,4/7/1991,61301
213275,Chenxi,Sankaranarayanan,Senior Staff,11/25/2000,49580
213275,Chenxi,Sankaranarayanan,Staff,11/26/1995,49580
213290,Georgy,Makinen,Staff,2/6/1994,40000
213039,Oldrich,Docker,Senior Staff,12/29/2000,92281
213293,Rafols,Streng,Technique Leader,5/17/1985,40000
213039,Oldrich,Docker,Staff,12/30/1991,92281
213305,Takahira,Farris,Staff,6/6/1995,68091
213040,Rimon,Coors,Senior Engineer,6/25/1990,54828
213310,Quingbo,Apsitis,Assistant Engineer,1/10/1992,42002
213327,Shiv,Alpin,Senior Engineer,11/19/1995,40000
213310,Quingbo,Apsitis,Engineer,1/9/1997,42002
213310,Quingbo,Apsitis,Senior Engineer,1/9/2002,42002
213312,Aron,McFarlan,Technique Leader,2/22/1988,54703
213327,Shiv,Alpin,Engineer,11/18/1988,40000
213339,Zhigen,Slobodova,Engineer,6/6/1993,40000
213426,Demin,Lenart,Senior Staff,4/28/1991,82945
213426,Demin,Lenart,Staff,4/28/1986,82945
213429,Sadun,Ballarin,Assistant Engineer,5/26/1988,56872
213339,Zhigen,Slobodova,Senior Engineer,6/6/2001,40000
213342,Randy,Knightly,Engineer,6/18/1993,58687
213342,Randy,Knightly,Senior Engineer,6/18/2000,58687
213353,Diederik,Gecsel,Senior Staff,3/23/1995,68352
213455,Chenye,Lorho,Senior Staff,7/9/1991,77465
213455,Chenye,Lorho,Staff,7/9/1986,77465
213353,Diederik,Gecsel,Staff,3/22/1988,68352
213356,Ayonca,Naumovich,Staff,6/24/1999,51358
213357,Collette,Businaro,Engineer,7/7/1997,42262
213480,Dinah,Srimani,Senior Staff,12/28/1994,69864
213480,Dinah,Srimani,Staff,12/28/1985,69864
213482,Huei,Chaudhury,Senior Staff,11/26/1987,50845
213360,Debaprosad,Antonakopoulos,Senior Engineer,10/3/1988,64943
213490,Gino,Bugrara,Engineer,9/23/1999,52928
213491,Sashi,Kaiser,Engineer,6/8/1993,44775
213491,Sashi,Kaiser,Senior Engineer,6/8/1998,44775
213362,Emdad,Vendrig,Senior Engineer,6/3/1986,57813
213497,Leucio,Legleitner,Engineer,12/17/1985,65463
213387,Jacopo,England,Engineer,7/13/1990,61176
213508,Somnath,Binding,Engineer,11/22/1986,71099
213508,Somnath,Binding,Senior Engineer,11/22/1995,71099
213513,Bluma,Zyda,Engineer,12/5/1996,48155
213513,Bluma,Zyda,Senior Engineer,12/5/2001,48155
213387,Jacopo,England,Senior Engineer,7/13/1997,61176
213393,Hauke,Rossi,Technique Leader,3/10/1986,43346
213401,Branimir,Gulak,Technique Leader,6/13/1998,40000
213407,Gino,Mandell,Senior Staff,11/13/1996,81139
213407,Gino,Mandell,Staff,11/14/1987,81139
213419,Marie,Gyorkos,Senior Staff,6/24/1986,40000
213620,Gita,Picco,Engineer,9/2/1991,58930
213620,Gita,Picco,Senior Engineer,9/1/1996,58930
213623,Valeri,Hambrick,Engineer,8/31/1987,40000
213623,Valeri,Hambrick,Senior Engineer,8/31/1995,40000
213631,Yongmin,Beilner,Assistant Engineer,1/11/1988,69987
213631,Yongmin,Beilner,Engineer,1/11/1996,69987
213647,Douadi,Sethi,Senior Staff,7/11/1988,52648
213662,Parke,Rosen,Technique Leader,4/18/1986,48265
213667,Martina,Birch,Engineer,6/12/1988,55288
213667,Martina,Birch,Senior Engineer,6/12/1994,55288
213670,Fei,Dolinsky,Assistant Engineer,4/26/1997,40000
213698,Subhankar,Avouris,Engineer,3/13/1987,40000
213705,Munehiro,Bennet,Senior Engineer,4/7/1989,86960
213734,Boaz,Sessa,Senior Staff,7/23/1993,56166
213734,Boaz,Sessa,Staff,7/24/1987,56166
213735,Jungsoon,Rosaz,Senior Staff,2/23/1999,40000
213736,Selwyn,Reistad,Engineer,2/3/1997,40000
213747,Ger,Siegrist,Engineer,5/16/1987,40000
213747,Ger,Siegrist,Senior Engineer,5/15/1993,40000
213756,Jaideep,Awdeh,Senior Staff,9/4/2000,40000
213756,Jaideep,Awdeh,Staff,9/4/1992,40000
213760,Moni,Greibach,Senior Engineer,7/26/1999,55150
213777,Heng,Bael,Engineer,3/22/1985,65473
213778,Licheng,Pintelas,Senior Staff,4/10/1993,40000
213778,Licheng,Pintelas,Staff,4/10/1986,40000
213779,Shooichi,Improta,Staff,3/4/1998,60477
213784,Premsyl,Takanami,Senior Staff,9/17/2000,44839
213784,Premsyl,Takanami,Staff,9/18/1991,44839
213786,Adas,Deyuan,Senior Staff,1/14/1996,84123
213786,Adas,Deyuan,Staff,1/14/1991,84123
213788,Fabrizio,Azadmanesh,Senior Staff,4/13/1995,48265
213788,Fabrizio,Azadmanesh,Staff,4/13/1987,48265
213798,Dzung,Randt,Engineer,11/15/1985,52599
213798,Dzung,Randt,Senior Engineer,11/15/1990,52599
213801,Aruna,Alameldin,Senior Staff,3/12/1997,75543
213801,Aruna,Alameldin,Staff,3/12/1988,75543
213802,Paris,Lindenbaum,Staff,4/30/1993,78297
213810,Chuanti,Sommen,Senior Staff,3/1/1986,65919
213823,Shih,Lorho,Engineer,12/2/1990,47683
213823,Shih,Lorho,Senior Engineer,12/2/1999,47683
213826,Subhash,Chenoweth,Assistant Engineer,9/6/1985,71478
213826,Subhash,Chenoweth,Engineer,9/6/1994,71478
213834,Shuji,Impagliazzo,Senior Staff,8/28/1995,84566
213834,Shuji,Impagliazzo,Staff,8/27/1988,84566
213839,Danny,Kakkar,Senior Staff,11/25/1997,55963
213839,Danny,Kakkar,Staff,11/25/1989,55963
213843,Chaoyi,Plump,Senior Staff,7/19/1994,91586
213843,Chaoyi,Plump,Staff,7/19/1988,91586
213844,Paloma,Jumpertz,Senior Staff,6/14/1989,40000
213849,Annemarie,Gilg,Engineer,7/9/1991,42930
213849,Annemarie,Gilg,Senior Engineer,7/8/2000,42930
213851,Vivian,Fairtlough,Engineer,1/3/1988,48654
213851,Vivian,Fairtlough,Senior Engineer,1/3/1996,48654
213862,Parviz,Fairtlough,Senior Staff,10/16/1987,43300
213863,Nimmagadda,Saoudi,Engineer,8/23/1986,42252
213863,Nimmagadda,Saoudi,Senior Engineer,8/23/1991,42252
213864,Marl,Isard,Senior Staff,6/10/1998,56780
213864,Marl,Isard,Staff,6/10/1990,56780
213867,Leni,Thimonier,Senior Staff,5/31/1993,40000
213867,Leni,Thimonier,Staff,5/31/1985,40000
213875,Shaibal,Fiebach,Technique Leader,2/23/1988,40000
213904,Mari,Kropatsch,Senior Staff,12/8/1997,53772
213904,Mari,Kropatsch,Staff,12/8/1992,53772
213905,Sverrir,Motley,Staff,11/10/1985,84723
213906,Sven,Gerteisen,Senior Staff,9/11/1994,65282
213906,Sven,Gerteisen,Staff,9/11/1988,65282
213935,Rosita,Kaminger,Technique Leader,9/12/1990,74775
213944,Goetz,Bondorf,Staff,12/19/1999,56986
213947,Shir,Desikan,Technique Leader,5/5/1988,55032
213955,Gianluca,Shackel,Senior Staff,4/21/1986,86201
213958,Bingning,Kossowski,Senior Staff,11/16/1988,40000
213961,Jaideep,Weedon,Engineer,12/8/1994,40000
213961,Jaideep,Weedon,Senior Engineer,12/7/2000,40000
213962,Pranjal,Rahier,Senior Staff,2/13/1987,59793
213964,Shawna,Limongiello,Senior Staff,1/23/1998,63483
213964,Shawna,Limongiello,Staff,1/23/1989,63483
213965,Ramalingam,Denny,Senior Staff,1/7/1991,40000
213966,Mayumi,Schade,Senior Engineer,11/3/1990,40000
213967,Gal,Candan,Senior Staff,9/26/1999,40000
213967,Gal,Candan,Staff,9/26/1990,40000
213976,Leah,Sidou,Engineer,8/17/1985,42981
213976,Leah,Sidou,Senior Engineer,8/17/1991,42981
213978,Jaewon,Eterovic,Engineer,7/24/1987,57074
213978,Jaewon,Eterovic,Senior Engineer,7/23/1993,57074
213981,Kazuyasu,Melski,Staff,12/24/1996,82873
213991,Miyeon,Erbe,Senior Staff,7/7/1993,66643
213991,Miyeon,Erbe,Staff,7/7/1985,66643
213997,Kerhong,Lambe,Senior Engineer,7/17/1988,47515
214008,Zhigen,Thimonier,Technique Leader,7/21/1998,41736
214010,Steen,Melski,Senior Engineer,8/30/1993,40000
214014,Geraldo,Verhaegen,Technique Leader,12/30/1992,40710
214023,Aamer,Rosen,Engineer,5/24/1999,57494
214024,Zhilian,Kroll,Senior Engineer,9/29/1986,70765
214033,Genevieve,Junet,Senior Staff,10/26/1993,40000
214033,Genevieve,Junet,Staff,10/26/1986,40000
214057,Basim,Adachi,Senior Engineer,11/7/1992,43097
214059,Shahar,McFarlin,Technique Leader,3/17/1987,55646
214071,Jordanka,Goldhammer,Engineer,12/22/1988,61772
214071,Jordanka,Goldhammer,Senior Engineer,12/22/1994,61772
214078,Surveyors,Merli,Senior Staff,4/27/2002,76255
214078,Surveyors,Merli,Staff,4/27/1995,76255
214085,Saeed,Baaz,Staff,4/29/1986,91386
214090,Tsvetan,Janocha,Senior Staff,9/24/1994,48431
214090,Tsvetan,Janocha,Staff,9/24/1985,48431
214097,Hideyuki,Kroon,Senior Staff,6/1/2001,56332
214097,Hideyuki,Kroon,Staff,6/1/1994,56332
214099,Holgard,Prenel,Senior Engineer,1/1/1986,59556
214108,Chiradeep,Ellozy,Senior Staff,7/15/1995,57811
214108,Chiradeep,Ellozy,Staff,7/14/1988,57811
214120,Sudhanshu,Kriebel,Senior Staff,11/8/1993,40000
214120,Sudhanshu,Kriebel,Staff,11/8/1986,40000
214121,Saddek,Luks,Engineer,8/6/1989,44346
214121,Saddek,Luks,Senior Engineer,8/6/1995,44346
214127,Marsal,Gien,Staff,5/17/1989,60954
214144,Duke,Oppitz,Assistant Engineer,11/16/1988,40000
214144,Duke,Oppitz,Engineer,11/16/1996,40000
214145,Steen,Ravishankar,Senior Staff,5/19/1987,46858
214161,Tsz,Strehl,Senior Staff,3/15/1992,40000
214161,Tsz,Strehl,Staff,3/15/1985,40000
214166,Goncalo,Worfolk,Senior Engineer,6/22/1987,74831
214167,Zvonko,Reinhart,Senior Staff,12/4/1996,40000
214167,Zvonko,Reinhart,Staff,12/5/1987,40000
214171,Sergi,Saoudi,Engineer,8/6/1995,40000
214183,Nathalie,Parfitt,Senior Staff,1/19/1996,67539
214183,Nathalie,Parfitt,Staff,1/18/1989,67539
214189,Panayotis,Junot,Engineer,9/8/1986,40000
214189,Panayotis,Junot,Senior Engineer,9/8/1993,40000
214193,Shaleah,Backhouse,Engineer,7/27/1986,40000
214204,Alexius,Glowinski,Senior Staff,7/10/1986,68265
214208,Ramachenga,Iacovou,Senior Staff,5/15/1994,40000
214208,Ramachenga,Iacovou,Staff,5/15/1987,40000
214209,Kersti,Peir,Engineer,1/29/1989,70290
214209,Kersti,Peir,Senior Engineer,1/29/1998,70290
214211,Miomir,Peres,Engineer,12/26/1987,56701
214211,Miomir,Peres,Senior Engineer,12/25/1996,56701
214216,Stabislas,Billawala,Engineer,6/1/1985,40000
214216,Stabislas,Billawala,Senior Engineer,6/1/1994,40000
214237,Reinhold,Kaminger,Technique Leader,7/22/1985,40000
214241,Toshimo,Strandh,Engineer,8/11/1985,66193
214241,Toshimo,Strandh,Senior Engineer,8/11/1994,66193
214245,Kwan,Encarnacion,Engineer,12/18/1987,59047
214245,Kwan,Encarnacion,Senior Engineer,12/17/1992,59047
214252,Katsuo,Granlund,Senior Staff,8/29/1990,66474
214252,Katsuo,Granlund,Staff,8/29/1985,66474
214261,Terresa,Munch,Engineer,12/7/1987,40000
214261,Terresa,Munch,Senior Engineer,12/7/1994,40000
214274,DeForest,Ishibashi,Engineer,4/21/1997,51028
213525,Kamran,Hellwagner,Senior Staff,10/25/1992,82437
213525,Kamran,Hellwagner,Staff,10/26/1985,82437
213526,Fox,Srimani,Senior Staff,8/23/1994,43307
213526,Fox,Srimani,Staff,8/23/1987,43307
214302,Xiadong,Siegrist,Technique Leader,10/21/1996,40000
213529,Shaibal,Schusler,Engineer,8/25/1988,40000
213529,Shaibal,Schusler,Senior Engineer,8/25/1993,40000
213549,Aiman,Sidou,Engineer,12/15/1986,60096
214307,Adam,Lamma,Engineer,1/25/1987,40000
213558,Vidya,Gunderson,Engineer,3/28/1990,63918
213558,Vidya,Gunderson,Senior Engineer,3/28/1995,63918
214307,Adam,Lamma,Senior Engineer,1/25/1995,40000
213567,Pasqua,Redmiles,Engineer,9/25/1986,40000
213567,Pasqua,Redmiles,Senior Engineer,9/25/1995,40000
214311,Bodh,Potthoff,Senior Staff,10/4/1985,45876
214317,Thodoros,Kugler,Staff,6/24/1998,46339
213592,Kwok,Schaaf,Engineer,5/19/1995,45064
214324,Uta,Felder,Engineer,11/27/1986,40000
214327,Jaewoo,Solares,Senior Staff,12/10/1992,40000
214327,Jaewoo,Solares,Staff,12/11/1987,40000
214338,Mountaz,Rahimi,Assistant Engineer,7/22/1999,40000
214430,Kirk,Hofman,Engineer,6/30/1985,53401
214430,Kirk,Hofman,Senior Engineer,6/30/1994,53401
214350,Sanjit,McAffer,Engineer,4/29/1987,50618
214436,Ashish,Panangaden,Staff,9/7/1999,77215
214441,Padma,Sgarro,Senior Staff,12/17/1994,67417
214441,Padma,Sgarro,Staff,12/17/1987,67417
214445,Shaw,Decleir,Assistant Engineer,4/28/1985,40000
214445,Shaw,Decleir,Engineer,4/28/1994,40000
214446,Barry,Mersereau,Assistant Engineer,8/17/1998,71698
214447,Krisda,Ariola,Engineer,6/4/1996,57206
214448,Gay,Baby,Senior Engineer,4/10/1988,49449
214451,Tristan,Scallan,Senior Staff,6/2/1993,80944
214451,Tristan,Scallan,Staff,6/2/1988,80944
214350,Sanjit,McAffer,Senior Engineer,4/29/1994,50618
214357,Uno,Coney,Engineer,8/4/1986,40000
214357,Uno,Coney,Senior Engineer,8/4/1995,40000
214358,Ravishankar,Pileggi,Senior Staff,10/15/1999,40055
214364,Kwangho,Siksek,Staff,7/7/1997,61151
214484,Dinah,Doering,Senior Staff,7/14/1996,40000
214484,Dinah,Doering,Staff,7/14/1988,40000
214371,Steve,McAlpine,Staff,7/9/1987,40000
214491,Ulf,Cromarty,Engineer,3/23/1992,67347
214491,Ulf,Cromarty,Senior Engineer,3/23/1998,67347
214376,Jingling,Krogh,Engineer,1/8/1994,40000
214496,Gunilla,Halevi,Staff,3/8/1999,59471
214381,Jacopo,Lamma,Engineer,9/7/1987,40000
214506,Vishv,Fortenbacher,Engineer,7/24/1988,57597
214506,Vishv,Fortenbacher,Senior Engineer,7/24/1994,57597
214381,Jacopo,Lamma,Senior Engineer,9/7/1994,40000
214385,Mechthild,Yemenis,Senior Staff,4/23/1995,67345
214385,Mechthild,Yemenis,Staff,4/23/1987,67345
214394,Faiza,DeMori,Senior Staff,2/24/1995,48534
214394,Faiza,DeMori,Staff,2/24/1988,48534
214401,Jiakeng,Sanella,Senior Staff,7/30/1997,57072
214508,Arvin,Limongiello,Senior Engineer,8/5/1985,46685
214511,Masaki,Marquardt,Engineer,2/18/1985,40000
214511,Masaki,Marquardt,Senior Engineer,2/18/1994,40000
214519,Sadun,Ushiama,Engineer,12/3/1999,47152
214522,Otmar,Flanders,Engineer,5/10/1992,40000
214522,Otmar,Flanders,Senior Engineer,5/10/1997,40000
214401,Jiakeng,Sanella,Staff,7/30/1988,57072
214402,Shooichi,Murtha,Staff,8/13/1996,40000
214414,Xuedong,Koyama,Senior Engineer,3/27/1988,66496
214535,Sampalli,Demir,Engineer,7/11/1987,40000
214535,Sampalli,Demir,Senior Engineer,7/11/1995,40000
214540,Boaz,Butner,Senior Staff,6/2/1989,41346
214606,Youngkon,Erni,Senior Engineer,11/14/1990,53372
214556,Yinghua,Tagansky,Senior Staff,4/3/1993,40000
214560,Pradeep,Erez,Senior Staff,5/24/1985,49792
214563,Basil,Ramras,Engineer,1/23/1996,51422
214563,Basil,Ramras,Senior Engineer,1/22/2001,51422
214616,Phillip,Paciorek,Engineer,2/24/1997,48421
214577,Vidya,Conry,Senior Staff,12/17/1992,40000
214577,Vidya,Conry,Staff,12/17/1985,40000
214622,Shaw,Peha,Staff,10/6/1997,74203
214657,Yurii,Papsdorf,Engineer,8/24/1994,47761
214591,Mohua,Luders,Staff,8/18/1998,45449
214592,Charmane,Lagarias,Assistant Engineer,8/19/1985,46897
214592,Charmane,Lagarias,Engineer,8/19/1991,46897
214605,Mario,Rosenbaum,Engineer,5/18/1988,40000
214605,Mario,Rosenbaum,Senior Engineer,5/18/1996,40000
214606,Youngkon,Erni,Engineer,11/14/1985,53372
214657,Yurii,Papsdorf,Senior Engineer,8/24/2001,47761
214663,Bangqing,Baez,Engineer,5/1/1985,61240
214716,Hironobu,Makrucki,Senior Staff,10/17/1988,69425
214719,Tristan,Skrikant,Senior Engineer,2/27/1987,46065
214663,Bangqing,Baez,Senior Engineer,5/1/1991,61240
214665,Mana,Eickenmeyer,Assistant Engineer,11/18/1995,44406
214727,Berthier,Koprowski,Engineer,6/19/1987,40000
214727,Berthier,Koprowski,Senior Engineer,6/18/1993,40000
214674,Zissis,Saoudi,Senior Staff,4/7/1991,68262
214732,Goncalo,Masamoto,Engineer,6/10/1988,40000
214732,Goncalo,Masamoto,Senior Engineer,6/10/1993,40000
214738,Caolyn,Cunliffe,Engineer,5/6/1987,61076
214738,Caolyn,Cunliffe,Senior Engineer,5/5/1996,61076
214741,Xiahua,Piazza,Engineer,6/24/1985,47215
214741,Xiahua,Piazza,Senior Engineer,6/24/1994,47215
214746,Mohan,Ishibashi,Senior Staff,1/1/1993,40000
214746,Mohan,Ishibashi,Staff,1/2/1987,40000
214753,Stafford,dAstous,Engineer,4/22/1994,40000
214753,Stafford,dAstous,Senior Engineer,4/22/2002,40000
214758,Remmert,Bruckman,Senior Engineer,8/12/1996,40000
214765,Jongsuk,Keustermans,Senior Staff,12/10/1999,50057
214768,Yakichi,Guardalben,Engineer,11/6/1998,53861
214769,Augustine,Peir,Staff,9/23/1998,106103
214779,Denis,Nitsche,Senior Staff,9/21/1996,50619
214779,Denis,Nitsche,Staff,9/21/1988,50619
214785,Arif,Sigstam,Engineer,12/26/1990,51268
214785,Arif,Sigstam,Senior Engineer,12/26/1999,51268
214788,Sadun,Zschoche,Assistant Engineer,11/28/1985,53892
214788,Sadun,Zschoche,Engineer,11/28/1990,53892
214788,Sadun,Zschoche,Senior Engineer,11/28/1995,53892
214791,Mana,Ligten,Engineer,10/23/1988,42838
214791,Mana,Ligten,Senior Engineer,10/24/1995,42838
214794,Val,Ibel,Senior Staff,7/30/1996,76281
214794,Val,Ibel,Staff,7/31/1987,76281
214796,Leah,Cronau,Senior Staff,5/2/1993,77345
214796,Leah,Cronau,Staff,5/2/1988,77345
214811,Serap,Kalloufi,Engineer,6/29/1987,42030
214811,Serap,Kalloufi,Senior Engineer,6/29/1994,42030
214812,Marl,Nannarelli,Staff,1/27/1997,50691
214816,Owen,Dayang,Senior Engineer,2/3/1992,57119
214823,Aleksandar,Azulay,Engineer,10/19/1985,53102
214823,Aleksandar,Azulay,Senior Engineer,10/19/1991,53102
214826,Susuma,Merey,Engineer,5/19/1986,40000
214826,Susuma,Merey,Senior Engineer,5/19/1991,40000
214674,Zissis,Saoudi,Staff,4/7/1985,68262
214842,Nikolaus,Businaro,Senior Staff,9/23/1995,112033
214842,Nikolaus,Businaro,Staff,9/23/1987,112033
214681,Edwin,Dulli,Engineer,11/22/1997,50591
214856,Denis,Luga,Staff,7/20/1986,58885
214858,Yongdong,Kushner,Engineer,11/30/1985,40000
214682,Jaroslava,Neimat,Senior Staff,12/19/1995,96068
214858,Yongdong,Kushner,Senior Engineer,11/30/1990,40000
214682,Jaroslava,Neimat,Staff,12/19/1987,96068
214862,Ziva,Basagni,Senior Staff,2/9/1993,74143
214862,Ziva,Basagni,Staff,2/9/1986,74143
214685,Lubomir,Whitcomb,Engineer,11/30/1988,40000
214870,Munehiro,Ashish,Technique Leader,10/7/1997,52340
214874,Hironoby,Ventosa,Senior Staff,10/29/1994,48451
214874,Hironoby,Ventosa,Staff,10/29/1986,48451
214876,Shuho,Domenig,Senior Staff,5/4/1994,40000
214876,Shuho,Domenig,Staff,5/4/1986,40000
214693,Garnet,Kuzuoka,Engineer,4/16/1987,40000
214693,Garnet,Kuzuoka,Senior Engineer,4/15/1992,40000
214697,Bluma,Awdeh,Assistant Engineer,12/30/1987,48103
214892,Shim,Ducloy,Senior Staff,4/11/1994,40000
214892,Shim,Ducloy,Staff,4/11/1986,40000
214697,Bluma,Awdeh,Engineer,12/30/1994,48103
214706,Marlo,Kitai,Senior Staff,12/10/1997,53516
214706,Marlo,Kitai,Staff,12/11/1991,53516
215007,Georgy,Radwan,Senior Staff,11/11/2001,56493
214909,Aksel,Serov,Engineer,7/22/1985,60969
214909,Aksel,Serov,Senior Engineer,7/22/1990,60969
214917,Malu,Tzvieli,Senior Engineer,10/29/1991,50960
214920,Ipke,Caine,Senior Staff,1/25/1992,48323
214920,Ipke,Caine,Staff,1/25/1987,48323
214921,Hsiangchu,Byoun,Assistant Engineer,5/11/1987,51987
214921,Hsiangchu,Byoun,Engineer,5/10/1993,51987
214921,Hsiangchu,Byoun,Senior Engineer,5/10/1999,51987
215007,Georgy,Radwan,Staff,11/11/1996,56493
214935,Makato,Hiroyama,Engineer,11/15/1993,40000
214935,Makato,Hiroyama,Senior Engineer,11/15/2001,40000
215008,Mechthild,Alpin,Assistant Engineer,2/26/1986,56002
215008,Mechthild,Alpin,Engineer,2/26/1992,56002
215008,Mechthild,Alpin,Senior Engineer,2/25/1998,56002
215016,Uinam,Sullins,Senior Engineer,10/17/1999,40000
214950,Weijing,Ferriere,Staff,3/14/1987,40000
214954,Marko,Mandell,Assistant Engineer,12/19/1986,40000
214954,Marko,Mandell,Engineer,12/18/1992,40000
214954,Marko,Mandell,Senior Engineer,12/18/1998,40000
214955,Yunming,Puppo,Senior Staff,6/9/1994,88550
214955,Yunming,Puppo,Staff,6/9/1986,88550
214960,Yolla,Koblick,Senior Staff,10/10/1993,52879
214960,Yolla,Koblick,Staff,10/11/1987,52879
215021,Horward,Staylopatis,Engineer,3/26/1986,72531
214965,Toshiki,Zeleznik,Assistant Engineer,1/28/1991,67789
214965,Toshiki,Zeleznik,Engineer,1/28/1999,67789
215021,Horward,Staylopatis,Senior Engineer,3/25/1992,72531
214970,Arfst,Belinskaya,Senior Staff,9/4/1994,91368
214970,Arfst,Belinskaya,Staff,9/4/1986,91368
214973,Susanta,Conde,Senior Engineer,11/18/1993,46966
215025,Radhika,Brodal,Staff,1/21/1988,51718
214984,Tomofumi,Yurov,Senior Staff,11/13/1992,50677
214984,Tomofumi,Yurov,Staff,11/14/1986,50677
215029,Basant,Brender,Senior Staff,4/20/1993,43444
215029,Basant,Brender,Staff,4/20/1988,43444
215033,Kwun,Ranka,Assistant Engineer,5/2/1996,40000
215037,JoAnne,Sundgren,Senior Staff,12/3/1991,52933
215037,JoAnne,Sundgren,Staff,12/3/1986,52933
215039,Boutros,Stellhorn,Senior Engineer,4/2/1999,42497
215050,Hongzue,Genther,Senior Engineer,10/10/1992,45092
215101,Mark,Baaz,Senior Staff,5/22/1989,75393
215102,Horward,Puoti,Senior Staff,7/17/1996,74527
215104,Giap,Guting,Senior Staff,3/10/1999,64016
215055,Percy,Percebois,Engineer,1/14/1996,54947
215109,Irena,Matzke,Senior Staff,6/25/1991,40000
215109,Irena,Matzke,Staff,6/25/1985,40000
215111,Sajjad,Dahlbom,Engineer,1/4/1986,64669
215111,Sajjad,Dahlbom,Senior Engineer,1/4/1993,64669
215116,Val,Holburn,Assistant Engineer,10/1/1987,55843
215116,Val,Holburn,Engineer,9/30/1996,55843
215055,Percy,Percebois,Senior Engineer,1/13/2002,54947
215074,Xiping,Karner,Assistant Engineer,5/26/1992,60342
215123,Sangeeta,Angelopoulos,Staff,12/28/1996,75252
