emp_no,first_name,last_name,title,to_date
291670,Elvia,Hopewell,Senior Engineer,1/1/9999
291675,Dipayan,Stenning,Technique Leader,1/1/9999
291676,Alain,Constantine,Engineer,1/1/9999
291683,Denny,Masand,Senior Staff,1/1/9999
291713,Yishai,Wynblatt,Senior Staff,1/1/9999
291715,Weiyi,Strehl,Senior Engineer,1/1/9999
291719,Volkmar,Schade,Senior Engineer,1/1/9999
291733,Huei,Baby,Senior Staff,1/1/9999
291734,Serge,Heinisuo,Senior Staff,1/1/9999
291740,Tua,Bratten,Senior Engineer,1/1/9999
291756,Randi,Braunmuhl,Senior Engineer,1/1/9999
291762,Adel,Paludetto,Senior Engineer,1/1/9999
291765,Jeane,Beutelspacher,Senior Staff,1/1/9999
291788,Makato,Poupard,Senior Staff,1/1/9999
291790,Lene,Sridhar,Senior Staff,1/1/9999
291793,Kerhong,Eickenmeyer,Technique Leader,1/1/9999
291799,Stafford,Leijenhorst,Senior Engineer,11/6/2001
291805,Hyuncheol,Munke,Senior Staff,5/12/1994
291809,Kayoko,Birge,Senior Staff,1/1/9999
291811,Shaibal,Slaats,Senior Engineer,1/1/9999
291813,Lakshmi,Schieder,Senior Engineer,1/1/9999
291817,Adin,Rosca,Technique Leader,1/1/9999
291820,Basil,Jording,Senior Staff,7/1/2002
291823,Masami,Scharstein,Senior Engineer,1/1/9999
291827,Prasadram,Mamelak,Engineer,1/1/9999
291828,Susanne,Kornyak,Senior Engineer,1/1/9999
291831,Mong,Constantine,Technique Leader,1/1/9999
291832,Munenori,Cappelli,Senior Staff,1/1/9999
291840,Xiahua,Riefers,Senior Engineer,1/1/9999
291850,Shirish,Esteva,Engineer,3/23/2001
291861,Ramya,Worfolk,Staff,6/25/1988
291865,Gritta,Hartvigsen,Senior Engineer,1/1/9999
291872,Moni,Christ,Staff,9/21/1993
291892,Babette,Nollmann,Staff,3/18/1993
291896,Mart,Decleir,Senior Engineer,1/1/9999
291898,Ferdinand,Quittner,Engineer,1/1/9999
291908,Marek,Soloway,Senior Staff,1/1/9999
291912,Yakichi,Miyakawa,Senior Staff,1/1/9999
291925,Yannis,Ginneken,Senior Staff,1/1/9999
291942,Arvind,Bresenham,Staff,1/1/9999
291956,Claude,Veldwijk,Staff,1/1/9999
291958,Anneli,Bernardinello,Senior Engineer,1/1/9999
291963,Shay,Viele,Senior Engineer,1/1/9999
291972,Shimshon,Ouhyoung,Technique Leader,1/1/9999
292011,Christoph,Klassen,Senior Engineer,1/1/9999
292020,Khosrow,Haumacher,Senior Staff,1/1/9999
292023,Demos,Rullman,Staff,1/1/9999
292024,Taizo,Bennis,Senior Engineer,11/2/1998
292025,Weidon,Osgood,Senior Engineer,1/1/9999
292031,Bouchung,Ulupinar,Technique Leader,1/1/9999
292032,Herb,Siprelle,Senior Staff,1/1/9999
292033,Aris,Rajcani,Engineer,6/19/1996
292038,Roddy,Muhling,Senior Engineer,1/1/9999
292053,Shuji,Brandsma,Senior Engineer,1/1/9999
292062,Koldo,Weisert,Senior Engineer,1/1/9999
292071,Martine,Kinley,Senior Engineer,1/1/9999
292083,Kayoko,McFarlan,Staff,8/20/1997
292084,Danco,Luon,Engineer,12/23/1988
292093,Yurij,Papsdorf,Senior Staff,1/1/9999
292094,Chaosheng,Verhaegen,Senior Engineer,1/1/9999
292114,Kyoichi,Boreale,Senior Staff,1/1/9999
292117,Houman,Mungall,Technique Leader,1/1/9999
292126,Masanao,Panangaden,Engineer,9/9/1997
292130,Mariusz,Babu,Senior Staff,1/1/9999
292141,Alassane,Ginneken,Senior Staff,1/1/9999
292148,Reinhard,Melter,Senior Engineer,1/1/9999
292168,Zhonghua,Syrzycki,Staff,1/1/9999
292173,Volkmar,Preusig,Senior Staff,11/15/1998
292177,Mohd,Sooriamurthi,Senior Staff,1/1/9999
292183,Shahar,Akiyama,Senior Staff,1/1/9999
292184,Bedir,Bernini,Senior Engineer,5/7/2000
292194,Lein,Hanratty,Senior Engineer,1/1/9999
292198,Geoff,Gien,Senior Staff,1/1/9999
292201,Aris,Varman,Technique Leader,1/1/9999
292208,Perry,Harbusch,Senior Engineer,2/11/2000
292212,Doowon,Improta,Staff,1/1/9999
292219,Dharmaraja,Deyuan,Senior Staff,1/1/9999
292235,Miyeon,McDermid,Staff,10/22/1990
292244,Yinlin,Rettelbach,Senior Engineer,1/1/9999
292254,Hiroyasu,Lindqvist,Senior Engineer,1/1/9999
292281,Lakshmi,Bardell,Staff,1/1/9999
292290,Qunsheng,Heyers,Senior Staff,1/1/9999
292298,Leon,Motley,Senior Staff,1/1/9999
292301,Maris,Barbanera,Senior Engineer,1/1/9999
292310,Changho,Conia,Senior Engineer,4/8/1992
292313,Shushma,Baaleh,Senior Staff,1/1/9999
292314,Shay,Roohalamini,Senior Engineer,1/1/9999
292322,Adamantios,Colorni,Senior Staff,1/1/9999
292331,Aamod,Vesna,Engineer,1/1/9999
292340,Leucio,Openshaw,Senior Staff,1/1/9999
292353,Jingling,Dehkordi,Senior Engineer,1/1/9999
292371,Danil,Stanfel,Senior Engineer,1/1/9999
292378,Mang,Harllee,Staff,1/1/9999
292381,Mansur,Kusalik,Engineer,5/22/1997
292382,Remmert,Zallocco,Senior Staff,1/1/9999
292383,Gererd,Salverda,Senior Staff,1/1/9999
292394,Debaprosad,Rosis,Senior Engineer,1/1/9999
292398,Moriyoshi,Sooriamurthi,Technique Leader,1/14/1998
292400,Florian,Lamba,Technique Leader,1/1/9999
292409,Marsja,Rouquie,Technique Leader,3/9/1995
292413,Kristian,Belinskaya,Senior Engineer,1/1/9999
292415,Irena,Reinhart,Engineer,1/16/1992
292419,Werner,Antonisse,Senior Staff,1/1/9999
292432,Fumino,Muhlberg,Senior Staff,1/1/9999
292441,Nirmal,Comte,Senior Engineer,6/2/1996
292457,Josyula,Erev,Senior Engineer,1/1/9999
292458,Akeno,Armand,Senior Staff,1/1/9999
292464,Gennady,Choobineh,Senior Engineer,1/1/9999
292466,Panayotis,Pashtan,Senior Staff,1/1/9999
292476,Martien,Schwartzburd,Senior Staff,1/1/9999
292488,Candida,Bale,Engineer,1/1/9999
292494,Adhemar,Kinley,Senior Engineer,1/1/9999
292499,Takahira,Mayerwieser,Senior Staff,1/1/9999
292506,Nahum,Tchuente,Senior Engineer,1/1/9999
292507,Feiyu,Jakobus,Technique Leader,1/1/9999
292517,Xumin,Fadgyas,Senior Staff,1/8/1999
292519,Josyula,Angel,Senior Engineer,1/1/9999
292524,Gladys,Dayang,Senior Engineer,1/1/9999
292531,Fumitaka,Zwicker,Engineer,4/9/1990
292532,Mokhtar,Honglei,Senior Engineer,1/1/9999
292533,Zine,Muchinsky,Senior Staff,1/1/9999
292546,Nectarios,Zastre,Technique Leader,1/1/9999
292554,Steen,Heuser,Staff,1/1/9999
292576,Kiam,Ulupinar,Staff,1/1/9999
292578,Berhard,Fujisawa,Senior Staff,1/1/9999
292582,Nirmal,Bugrara,Senior Engineer,1/1/9999
292598,Hiroyasu,Litecky,Senior Engineer,1/1/9999
292600,Margo,Schlumberger,Senior Staff,1/1/9999
292604,Chriss,Tibblin,Technique Leader,9/17/1993
292605,Hatem,Picaronny,Senior Engineer,1/1/9999
292612,Lihong,Katalagarianos,Engineer,1/1/9999
292618,Abdelkader,Salverda,Senior Engineer,1/1/9999
292624,Huiqun,Jiang,Senior Staff,1/20/2002
292627,Anneli,Reinhart,Senior Staff,1/1/9999
292643,Chriss,Eiter,Senior Staff,1/1/9999
292651,Khatoun,Zastre,Senior Engineer,1/6/2002
292658,Hiroyasu,Massonet,Senior Engineer,1/1/9999
292671,DeForest,Granlund,Staff,2/18/1990
292675,Munehiko,Ranze,Senior Staff,1/1/9999
292698,Jinpo,Rabehasaina,Senior Engineer,1/1/9999
292702,Rasiah,Lamba,Engineer,3/10/1993
292707,Aluzio,Pollacia,Senior Engineer,1/1/9999
292708,Jaana,Kilgore,Senior Engineer,4/17/2002
292712,Gro,Leuchs,Senior Engineer,1/1/9999
292716,Hidde,Porenta,Engineer,5/11/1991
292718,Yuuichi,Sundgren,Senior Staff,1/1/9999
292728,Minghong,Camurati,Senior Staff,7/20/1996
292737,Lillian,Pellegrinelli,Engineer,4/29/1999
292743,Fan,Itzfeldt,Staff,1/1/9999
292744,Abdulla,Ibel,Senior Engineer,1/1/9999
292752,Jianhao,Frolund,Senior Engineer,1/1/9999
292753,Kwangyoen,Andreotta,Senior Engineer,1/1/9999
292756,Piyush,Pews,Senior Engineer,1/1/9999
292757,Younwoo,Desikan,Senior Engineer,3/24/1997
292765,Basant,Ginesta,Senior Staff,1/1/9999
292768,Kannan,DiGiano,Engineer,7/6/1990
292770,Zhilian,Alpay,Technique Leader,1/1/9999
292774,Saddek,Schwartzburd,Senior Engineer,1/1/9999
292776,Marie,Zeidenstein,Senior Staff,1/1/9999
292777,Augustine,Schwaller,Senior Staff,1/1/9999
292800,Shigenori,Guerreiro,Senior Engineer,1/1/9999
292809,Dulce,Majewski,Senior Staff,1/1/9999
292810,Visit,Nyanchama,Technique Leader,8/15/1989
292820,Anneli,Staylopatis,Staff,3/16/1990
292825,Tru,Facello,Engineer,1/1/9999
292831,Subhankar,Ananiadou,Engineer,1/1/9999
292840,Jianhua,Rehfuss,Senior Staff,1/1/9999
292841,Yannis,Pargaonkar,Senior Engineer,1/1/9999
292852,Iara,Binding,Senior Engineer,1/10/1998
292872,Mabo,Wilfing,Engineer,1/1/9999
292880,Kasidit,Schmezko,Senior Engineer,8/17/1991
292902,Shigenori,Woycyznski,Staff,1/1/9999
292904,Gopalakrishnan,Uhrik,Senior Staff,1/1/9999
292921,Weiru,Huhdanpaa,Senior Engineer,1/1/9999
292933,Chaoyi,Heping,Senior Staff,1/1/9999
292943,Kwan,Nannarelli,Senior Engineer,1/1/9999
292945,Anwar,Stellhorn,Senior Engineer,1/1/9999
292947,Vasilii,Krychniak,Senior Engineer,1/1/9999
292962,Youjian,Schahn,Senior Staff,3/19/2000
292966,Larisa,Lanphier,Senior Engineer,1/1/9999
292968,Sashi,Chaudhury,Senior Engineer,1/1/9999
292970,Xinyu,Strandh,Senior Staff,1/1/9999
292974,Jinpo,Sgarro,Senior Staff,1/1/9999
292978,Masali,Luiz,Senior Engineer,1/1/9999
292989,Dipayan,Fraisse,Senior Engineer,1/1/9999
292995,Junsik,Picel,Senior Engineer,1/1/9999
293002,Basim,Antonisse,Senior Engineer,1/1/9999
293006,Mong,Tagansky,Senior Staff,7/4/1998
293008,Chiradeep,Shimshoni,Senior Engineer,3/25/2000
293010,Nathan,Verhoeff,Technique Leader,1/1/9999
293016,Magdalena,Kemmerer,Senior Engineer,1/1/9999
293024,Zissis,Ramaiah,Senior Staff,1/1/9999
293026,Odinaldo,Emiris,Engineer,1/1/9999
293048,Berhard,Simmen,Senior Staff,1/1/9999
293050,Sanjai,Alblas,Senior Engineer,1/1/9999
293070,Saddek,Isaak,Senior Staff,1/1/9999
293103,Danco,Butner,Senior Engineer,1/1/9999
293106,Kwangjo,Cooman,Staff,9/29/1997
293117,Shuichi,Cappelletti,Engineer,11/4/1998
293120,Shaz,Plump,Technique Leader,1/1/9999
293122,Fox,Chleq,Senior Staff,7/3/1992
293129,Jeane,Aseltine,Senior Staff,1/1/9999
293142,Shawna,Simmel,Staff,10/16/1997
293144,Junichi,Huhdanpaa,Senior Staff,1/1/9999
293158,Shaowei,Denos,Engineer,12/1/1995
293177,Marlo,Fairtlough,Senior Staff,1/1/9999
293181,Shaibal,Stanfel,Senior Staff,7/21/1994
293183,Guangming,Butterworth,Engineer,12/24/1999
293189,Patricio,Chenney,Senior Staff,1/1/9999
293193,Karlis,Baez,Senior Engineer,8/20/1992
293197,Gonzalo,Kemmerer,Staff,1/1/9999
293223,Yuqun,Poulakidas,Senior Engineer,1/1/9999
293235,Heeju,Hatcliff,Senior Staff,1/1/9999
293259,Breannda,Petersohn,Senior Engineer,1/1/9999
293265,Golgen,Czaja,Senior Staff,1/1/9999
293272,Jacopo,Fiutem,Senior Engineer,1/1/9999
293277,Mircea,Chachaty,Senior Staff,1/1/9999
293281,Denny,Whittlesey,Engineer,1/1/9999
293287,Neelam,Isard,Senior Staff,1/1/9999
293293,Duro,Ramamoorthy,Senior Staff,1/1/9999
293295,Kamakshi,Makrucki,Senior Staff,1/1/9999
293302,Ayakannu,Senzako,Engineer,4/26/1988
293312,Zito,Pehl,Senior Staff,1/1/9999
293317,Tru,Fargier,Senior Staff,1/1/9999
293318,Shooichi,Rusmann,Senior Engineer,5/7/1998
293323,Maria,Schwartzburd,Senior Engineer,1/1/9999
293324,Lubomir,Stassinopoulos,Engineer,10/29/1993
293325,Candido,Ullian,Senior Engineer,1/1/9999
293328,Takahiro,Madeira,Senior Engineer,1/1/9999
293332,Guadalupe,Veccia,Engineer,1/1/9999
293341,Denis,Lienhardt,Senior Engineer,10/20/1999
293342,Dekang,Moehrke,Senior Staff,1/1/9999
293347,Mary,Sidje,Senior Staff,1/1/9999
293351,Marjo,Desikan,Senior Staff,1/1/9999
293353,Zhanqiu,Barreiro,Staff,1/1/9999
293354,Sukumar,Perfilyeva,Senior Engineer,1/1/9999
293355,Huan,Kolvik,Staff,1/1/9999
293398,Badri,Standera,Senior Engineer,3/22/1993
293405,Xuejia,Kusalik,Senior Engineer,1/1/9999
293415,Bilhanan,Einsfeld,Senior Staff,1/1/9999
293424,Arumugam,Ohori,Senior Engineer,1/1/9999
293434,Sachio,Ghandeharizadeh,Senior Staff,11/4/2001
293441,Toshimitsu,Cunliffe,Senior Engineer,1/1/9999
293446,Gad,Leppanen,Senior Engineer,1/1/9999
293462,Soenke,Falck,Senior Engineer,1/1/9999
293468,Harjit,Azevdeo,Senior Engineer,1/1/9999
293479,Shigeo,Kriebel,Senior Staff,1/1/9999
293487,Nathan,Haldar,Senior Staff,1/1/9999
293490,Marlo,Soloway,Staff,1/1/9999
293501,Achilleas,Litecky,Senior Engineer,1/1/9999
293505,Premsyl,Eugenio,Senior Engineer,1/1/9999
293508,Sachin,Ranta,Senior Engineer,1/1/9999
293524,Seongbin,Trumbly,Staff,1/20/2000
293536,Amalendu,Thibadeau,Senior Engineer,1/1/9999
293537,Quingbo,Chiodo,Senior Staff,1/1/9999
293539,Bernd,Jayawardene,Senior Staff,1/1/9999
293559,Mingdong,Cools,Senior Engineer,5/29/1997
293567,Masami,Kragelund,Technique Leader,1/1/9999
293575,Mahmut,Radhakrishnan,Senior Staff,1/1/9999
293576,Munehiro,Kragelund,Senior Engineer,10/30/1994
293580,Masadi,Christ,Engineer,1/1/9999
293583,Alejandro,Kaminger,Senior Engineer,1/1/9999
293587,King,Vickson,Engineer,1/1/9999
293598,Yechiam,Bernick,Senior Engineer,1/1/9999
293614,Hidefumi,Denti,Senior Engineer,1/1/9999
293627,Keiichiro,Szilard,Senior Engineer,1/1/9999
293628,Zhanqiu,Danecki,Senior Engineer,1/1/9999
293630,Gou,Kalefeld,Senior Engineer,1/1/9999
293632,Arnould,Kenevan,Senior Staff,1/1/9999
293647,Martina,Lindqvist,Staff,4/9/1995
293652,Kersti,Schaar,Senior Engineer,1/1/9999
293663,Yunming,Borstler,Senior Staff,1/1/9999
293666,Bokyung,Birjandi,Senior Staff,1/1/9999
293669,Yakichi,Bugrara,Senior Engineer,1/1/9999
293693,Tokuyasu,Baumann,Senior Staff,12/18/1994
293698,Luerbio,Biran,Staff,8/18/1992
293700,Berry,Zeidenstein,Senior Engineer,1/1/9999
293703,Serap,Munawer,Senior Staff,5/25/1988
293710,Atreye,Chleq,Engineer,1/1/9999
293717,Abdulah,Tibblin,Senior Engineer,3/22/2002
293718,Neelam,Hainaut,Senior Engineer,1/1/9999
293743,Arnd,Gurbaxani,Senior Engineer,1/1/9999
293744,Kolar,Carrere,Senior Staff,1/1/9999
293766,Tomoyuki,Schurmann,Senior Staff,1/1/9999
293768,Aruna,Hoppenstand,Senior Engineer,1/1/9999
293769,Paris,Valtorta,Staff,1/1/9999
293776,Mariangiola,Waterhouse,Senior Staff,9/19/2000
293784,Radhika,Feldhoffer,Technique Leader,1/1/9999
293790,Premsyl,Perez,Senior Engineer,1/1/9999
293808,Gil,Pettis,Senior Staff,1/1/9999
293809,Jianhua,Michaeli,Engineer,7/7/1990
293814,Barton,Bach,Staff,10/16/2001
293849,Brigham,Bondorf,Senior Engineer,1/1/9999
293851,Golgen,Callaway,Assistant Engineer,1/1/9999
293863,Xudong,Moehrke,Senior Engineer,1/1/9999
293871,Salvador,Schaap,Senior Engineer,6/13/2001
293874,Flemming,Engberts,Senior Engineer,1/1/9999
293875,Elrique,Doering,Senior Engineer,6/19/2002
293883,Arif,Worfolk,Senior Engineer,12/20/1999
293884,Zhenhua,Ebeling,Senior Engineer,1/1/9999
293890,Kazuhiro,Klerer,Senior Staff,1/1/9999
293893,Bernt,Kropf,Senior Engineer,1/1/9999
293895,Satyanarayana,Chenney,Senior Staff,1/1/9999
293905,Berni,Mateescu,Senior Engineer,1/1/9999
293907,Pintsang,Doering,Senior Engineer,1/1/9999
293913,Maren,Schwartzbauer,Senior Engineer,1/1/9999
293914,Jungsoon,Garrabrants,Senior Staff,1/1/9999
293916,Goncalo,Steinauer,Senior Staff,9/2/2000
293925,Oscar,Matzat,Senior Engineer,9/30/1994
293928,Tremaine,Yavatkar,Engineer,11/12/1995
293934,Kerryn,Heusch,Senior Staff,1/1/9999
293935,Gila,Conry,Technique Leader,1/1/9999
293939,Parke,Lanzelotte,Staff,1/1/9999
293942,Vitaly,Erni,Senior Engineer,1/1/9999
293943,Shaleah,Solares,Senior Staff,6/18/1998
293946,Nadjib,Merro,Senior Staff,1/1/9999
293965,Jamaludin,Majewski,Senior Staff,1/1/9999
293967,Selwyn,Garrabrants,Engineer,1/1/9999
293979,Alselm,Uhrig,Technique Leader,1/1/9999
293986,Alselm,Melter,Senior Engineer,1/1/9999
293988,Yunming,Sifakis,Senior Engineer,1/1/9999
293994,Zeljko,Schicker,Senior Staff,2/8/2001
294001,Changho,Waleschkowski,Technique Leader,1/1/9999
294011,Guiseppe,Solares,Senior Staff,1/1/9999
294018,Shietung,Pluym,Senior Engineer,1/1/9999
294022,Xiahua,Vidal,Senior Engineer,1/1/9999
294023,Katsuyuki,Hebert,Senior Staff,1/1/9999
294045,Sashi,Shumilov,Senior Staff,1/1/9999
294047,Arno,Ramsey,Senior Engineer,1/1/9999
294048,Uma,Picht,Engineer,6/25/1999
294056,Basant,Hedayat,Senior Engineer,1/1/9999
294068,Kazunori,Cmelik,Senior Staff,1/1/9999
294069,Fei,Stellhorn,Senior Engineer,1/1/9999
294080,Chenxi,Iwayama,Senior Staff,1/1/9999
294091,Roded,Siegrist,Senior Engineer,1/1/9999
294097,Kazunori,Cummings,Senior Staff,1/1/9999
294099,Denis,Cullers,Senior Engineer,1/1/9999
294109,Cullen,Karnin,Senior Staff,1/1/9999
294110,Phule,Ebeling,Senior Staff,9/7/1997
294112,Guenter,Chachaty,Senior Engineer,1/1/9999
294125,Lene,Anick,Senior Staff,1/1/9999
294131,Percy,Ghemri,Engineer,8/1/1998
294141,Goo,Pulkowski,Senior Staff,1/1/9999
294161,Nigel,Wegerle,Senior Staff,1/1/9999
294164,Subhada,Hennings,Senior Staff,1/1/9999
294170,Valeri,Improta,Senior Staff,1/7/1998
294172,Dulce,Dengi,Senior Staff,9/5/2001
294177,Morris,Mundy,Senior Engineer,1/1/9999
294178,Nectarios,Luga,Senior Engineer,1/1/9999
294184,Utz,Tomescu,Senior Engineer,1/1/9999
294193,Subhankar,Pettey,Senior Staff,8/2/1996
294195,Arvind,Simkin,Senior Engineer,1/1/9999
294215,Zhongwei,Pappas,Senior Engineer,12/5/1993
294217,Guozhong,Barvinok,Engineer,11/12/1997
294219,Frazer,Remmele,Technique Leader,1/1/9999
294223,Pantung,Albarhamtoshy,Senior Staff,1/1/9999
294232,Kasturi,Salvesen,Staff,10/20/1990
294240,Poornachandra,Ressouche,Senior Staff,1/1/9999
294243,Marie,Llado,Staff,1/1/9999
294244,Emran,Heusch,Senior Staff,1/1/9999
294251,Jordanka,Schnabel,Senior Engineer,1/1/9999
294267,Shietung,Kawashimo,Senior Staff,9/8/2001
294282,Hatem,Trelles,Senior Engineer,1/1/9999
294283,Gita,Yurov,Senior Staff,1/1/9999
294288,Adel,Lyonns,Technique Leader,1/1/9999
294295,Jolita,Kilgore,Senior Staff,1/1/9999
294306,Weijing,Sluis,Senior Staff,1/1/9999
294319,Geoffry,Bach,Senior Staff,1/1/9999
294326,Dmitri,Kermarrec,Senior Staff,1/1/9999
294332,Adit,Ranft,Senior Staff,1/1/9999
294334,Kokou,Granlund,Senior Engineer,1/1/9999
294338,Karsten,Openshaw,Senior Engineer,3/30/1999
294339,Sreekrishna,Krohn,Senior Staff,1/1/9999
294340,Radhika,Veldwijk,Assistant Engineer,1/1/9999
294352,Hercules,Bain,Senior Staff,10/18/2000
294353,Mark,Vanwelkenhuysen,Senior Engineer,11/21/1999
294362,Pranjal,Rassart,Senior Engineer,1/1/9999
294364,Anneke,Senzako,Staff,8/14/1990
294375,Ebru,Vandervoorde,Staff,7/5/1991
294387,Hatem,Asser,Engineer,1/1/9999
294398,Kazuhiko,Ruemmler,Senior Staff,1/1/9999
294403,Valeri,Luga,Senior Engineer,3/9/1997
294411,Alper,Erni,Senior Staff,1/1/9999
294414,Petter,Vakili,Senior Engineer,1/1/9999
294439,Ulises,Serot,Staff,1/1/9999
294448,Toshimo,Kropatsch,Senior Staff,1/1/9999
294450,Marko,Murtafg,Senior Engineer,1/1/9999
294463,Hidekazu,Openshaw,Technique Leader,1/1/9999
294473,Fumiko,Cappelletti,Engineer,9/12/1990
294481,Berry,Brookner,Staff,7/31/1986
294483,Zhilian,Showalter,Senior Engineer,1/1/9999
294493,Chinya,Alencar,Engineer,3/11/1990
294501,Claude,Roohalamini,Senior Staff,1/1/9999
294502,Reinhard,Suppi,Senior Staff,1/1/9999
294508,Bartek,Lammel,Senior Engineer,5/29/1995
294509,Emran,Beznosov,Senior Engineer,1/1/9999
294514,Kwangyoen,Scharstein,Staff,1/1/9999
294518,Berna,Rathonyi,Senior Engineer,1/1/9999
294546,Billur,Magliocco,Senior Engineer,1/1/9999
294548,Rosita,Eiron,Staff,1/1/9999
294563,Jeane,Fioravanti,Staff,1/1/9999
294583,Tianruo,Strandh,Senior Staff,1/1/9999
294590,Haldon,Validov,Assistant Engineer,1/1/9999
294597,DAIDA,Tomescu,Senior Engineer,1/1/9999
294606,Zhilian,Perko,Staff,1/1/9999
294611,Sanjai,Milicia,Technique Leader,1/1/9999
294612,Pintsang,Gruenwald,Senior Staff,1/1/9999
294613,Palash,Carrere,Senior Staff,1/1/9999
294614,Ashish,Molenkamp,Senior Engineer,1/28/2002
294618,Kazunori,Emmart,Staff,1/1/9999
294655,Ravishankar,Kakkar,Engineer,1/1/9999
294681,Maria,Fujisaki,Engineer,1/1/9999
294692,Marie,Lakshmanan,Staff,1/1/9999
294697,Sarita,Eppinger,Senior Engineer,1/1/9999
294717,Kwan,Luon,Senior Engineer,1/1/9999
294719,Kwok,Aloisi,Senior Engineer,1/1/9999
294728,Sivanarayana,Erdmenger,Senior Engineer,1/1/9999
294733,Satyanarayana,Fabrizio,Senior Engineer,1/1/9999
294739,Oguz,Lipner,Senior Staff,1/1/9999
294742,Neelam,Brender,Senior Staff,1/1/9999
294749,Youpyo,Oehlmann,Senior Staff,1/1/9999
294757,Weiru,Millington,Senior Engineer,1/1/9999
294760,Xiadong,Dehkordi,Engineer,4/26/1992
294773,Constantino,Sanella,Senior Engineer,1/1/9999
294779,Mountaz,Valiente,Senior Staff,1/1/9999
294781,Jeanna,Brookman,Senior Engineer,9/1/1995
294782,Edwin,Reeker,Senior Engineer,1/1/9999
294784,Pranjal,Wegerle,Engineer,1/1/9999
294789,Subhada,Yoshizawa,Engineer,1/1/9999
294790,Kish,Panangaden,Staff,1/1/9999
294805,Vishu,Flexer,Senior Staff,1/1/9999
294808,Luigi,Perelgut,Staff,1/1/9999
294812,Temple,Legleitner,Senior Engineer,1/1/9999
294813,Giap,Khalid,Senior Engineer,1/1/9999
294818,Jiang,Peha,Engineer,10/28/1999
294824,Pragnesh,Radivojevic,Engineer,1/1/9999
294834,Urs,Snedden,Senior Staff,1/1/9999
294837,Jinya,Mayerwieser,Senior Staff,1/1/9999
294845,Anneli,Gustavson,Senior Staff,1/1/9999
294846,Trygve,Fontet,Senior Engineer,1/1/9999
294850,Toshimo,Peot,Senior Staff,1/1/9999
294865,Adhemar,Dalphin,Senior Staff,1/1/9999
294869,Byong,Schiper,Senior Engineer,1/1/9999
294870,Domenico,Nergos,Senior Engineer,1/1/9999
294878,Harjit,Dulin,Senior Engineer,1/1/9999
294881,Richard,Bugrara,Technique Leader,1/1/9999
294883,Paraskevi,Fabrizio,Engineer,1/1/9999
294884,Bowen,Baaz,Engineer,1/1/9999
294893,Hironoby,Marwedel,Senior Staff,9/14/2000
294895,Vasilii,Scallan,Senior Staff,1/1/9999
294921,Conal,Riefers,Senior Staff,1/1/9999
294923,Zhigen,Salvesen,Staff,1/1/9999
294926,Zhiwei,Laventhal,Staff,1/1/9999
294927,Zdislav,Chandrasekhar,Engineer,1/4/2001
294930,Remmert,Baik,Senior Staff,1/1/9999
294932,Aram,Perly,Senior Staff,1/1/9999
294937,Gennadi,Raczkowsky,Senior Staff,1/1/9999
294939,Djelloul,Holburn,Senior Staff,1/1/9999
294940,Adit,Baar,Senior Engineer,1/1/9999
294944,Chriss,Pappas,Staff,4/2/1991
294947,Bernd,Back,Senior Engineer,1/1/9999
294949,Szabolcs,Danecki,Staff,1/1/9999
294951,Nidapan,Flowers,Senior Engineer,8/11/1992
294958,Constantine,Zuberek,Staff,9/4/1990
294962,Sushant,Avouris,Senior Engineer,1/1/9999
294966,Mrinalini,Esposito,Senior Staff,1/1/9999
294970,Peer,Rosay,Senior Staff,1/1/9999
294974,Gennadi,Pettis,Senior Staff,1/1/9999
294975,Lucian,Rosis,Senior Engineer,1/1/9999
294978,Adas,Pagter,Senior Engineer,1/1/9999
294995,Sumali,Iacovou,Senior Engineer,1/1/9999
295003,Arif,Picci,Senior Engineer,1/1/9999
295027,Zeljko,Karner,Staff,1/1/9999
295037,Kazuhiko,Rosis,Staff,8/12/2001
295052,Florina,Decleir,Senior Engineer,1/1/9999
295059,Josyula,Roisin,Technique Leader,1/1/9999
295062,Naraig,Asser,Senior Staff,1/1/9999
295063,Fumino,Dulay,Senior Engineer,1/1/9999
295065,Otilia,Luon,Senior Staff,1/1/9999
295068,Shem,Olivero,Staff,1/1/9999
295079,Tamiya,Wroclawski,Senior Staff,1/1/9999
295085,Mana,Picht,Senior Engineer,1/1/9999
295089,Gina,Shimshoni,Senior Staff,1/1/9999
295118,Navin,Redmiles,Senior Staff,1/1/9999
295126,Sergi,Lalonde,Senior Engineer,1/1/9999
295149,Badri,Swan,Senior Engineer,1/1/9999
295151,Harngdar,Chelton,Senior Engineer,1/1/9999
295163,Honesty,Plumb,Senior Engineer,11/3/2001
295173,Troy,Kavanagh,Technique Leader,1/1/9999
295180,Mahmut,Benveniste,Senior Staff,1/1/9999
295181,Niclas,Skogmar,Senior Staff,1/1/9999
295190,Shigeu,Bach,Senior Engineer,5/4/1993
295208,Alassane,Mellouli,Senior Staff,11/4/2000
295217,Ashish,Bierman,Engineer,1/1/9999
295221,Tomokazu,Hofting,Senior Staff,1/1/9999
295222,Gian,Szilard,Senior Staff,1/1/9999
295227,Navin,Marquardt,Senior Engineer,3/19/2002
295232,Ung,Vidal,Senior Engineer,1/1/9999
295235,Ortrun,Tsunoo,Senior Engineer,1/1/9999
295241,Makato,Bellone,Technique Leader,1/1/9999
295242,Sarita,Swick,Senior Engineer,1/1/9999
